timestamp,level,one_hour_change,period,baseline,isolation,one_class_svm,lof,window
2013-12-02 22:15:00,79.302032850000003,5.3347107800000089,reference,,,,,0
2013-12-02 22:20:00,80.802624069999993,5.866742070000015,reference,,,,,0
2013-12-02 22:25:00,80.377789289999996,4.2536274699999979,reference,,,,,0
2013-12-02 22:30:00,80.479237350000005,2.3385300300000011,reference,,,,,0
2013-12-02 22:35:00,81.423560280000004,2.0937245400000108,reference,,,,,0
2013-12-02 22:40:00,81.373575349999996,2.6631570799999906,reference,,,,,0
2013-12-02 22:45:00,81.690942149999998,1.4211579400000005,reference,,,,,0
2013-12-02 22:50:00,80.181249780000002,-0.091578139999995756,reference,,,,,0
2013-12-02 22:55:00,81.767178349999995,1.4137536699999913,reference,,,,,0
2013-12-02 23:00:00,81.259780649999996,1.7732574999999997,reference,,,,,0
2013-12-02 23:05:00,80.302936529999997,-0.48034021000000848,reference,,,,,0
2013-12-02 23:10:00,81.114590309999997,1.6064317700000004,reference,,,,,0
2013-12-02 23:15:00,81.748108770000002,2.4460759199999984,reference,,,,,0
2013-12-02 23:20:00,81.994607470000005,1.1919834000000122,reference,,,,,0
2013-12-02 23:25:00,81.258052699999993,0.88026340999999775,reference,,,,,0
2013-12-02 23:30:00,83.118038709999993,2.638801359999988,reference,,,,,0
2013-12-02 23:35:00,81.24702121,-0.17653907000000402,reference,,,,,0
2013-12-02 23:40:00,82.735869410000006,1.3622940600000106,reference,,,,,0
2013-12-02 23:45:00,81.723326020000002,0.032383870000003867,reference,,,,,0
2013-12-02 23:50:00,81.562355670000002,1.3811058900000006,reference,,,,,0
2013-12-02 23:55:00,81.435534219999994,-0.33164413000000081,reference,,,,,0
2013-12-03 00:00:00,81.908155919999999,0.6483752700000025,reference,,,,,0
2013-12-03 00:05:00,82.455750980000005,2.1528144500000082,reference,,,,,0
2013-12-03 00:10:00,83.027582670000001,1.9129923600000041,reference,,,,,0
2013-12-03 00:15:00,83.362356460000001,1.6142476899999991,reference,,,,,0
2013-12-03 00:20:00,81.887015660000003,-0.1075918100000024,reference,,,,,0
2013-12-03 00:25:00,82.881891830000001,1.6238391300000075,reference,,,,,0
2013-12-03 00:30:00,83.579653489999998,0.461614780000005,reference,,,,,0
2013-12-03 00:35:00,83.761412980000003,2.5143917700000031,reference,,,,,0
2013-12-03 00:40:00,82.309919059999999,-0.42595035000000792,reference,,,,,0
2013-12-03 00:45:00,83.051369030000004,1.3280430100000018,reference,,,,,0
2013-12-03 00:50:00,83.263336379999998,1.7009807099999961,reference,,,,,0
2013-12-03 00:55:00,84.097007059999996,2.6614728400000018,reference,,,,,0
2013-12-03 01:00:00,83.546442799999994,1.6382868799999954,reference,,,,,0
2013-12-03 01:05:00,83.489989989999998,1.0342390099999932,reference,,,,,0
2013-12-03 01:10:00,83.435343040000006,0.40776037000000542,reference,,,,,0
2013-12-03 01:15:00,85.183366419999999,1.8210099599999978,reference,,,,,0
2013-12-03 01:20:00,85.344624350000004,3.4576086900000007,reference,,,,,0
2013-12-03 01:25:00,84.671961719999999,1.7900698899999981,reference,,,,,0
2013-12-03 01:30:00,85.30276155,1.7231080600000013,reference,,,,,0
2013-12-03 01:35:00,84.349210790000001,0.58779780999999787,reference,,,,,0
2013-12-03 01:40:00,84.555843830000001,2.245924770000002,reference,,,,,0
2013-12-03 01:45:00,83.771136599999977,0.71976756999997349,reference,,,,,0
2013-12-03 01:50:00,85.298340629999998,2.0350042500000001,reference,,,,,0
2013-12-03 01:55:00,85.400145910000006,1.3031388500000105,reference,,,,,0
2013-12-03 02:00:00,85.10730255,1.5608597500000059,reference,,,,,0
2013-12-03 02:05:00,84.974056680000004,1.4840666900000059,reference,,,,,0
2013-12-03 02:10:00,85.437842020000005,2.0024989799999986,reference,,,,,0
2013-12-03 02:15:00,84.834840130000003,-0.34852628999999524,reference,,,,,0
2013-12-03 02:20:00,84.947158270000003,-0.39746608000000094,reference,,,,,0
2013-12-03 02:25:00,86.16861901,1.4966572900000017,reference,,,,,0
2013-12-03 02:30:00,86.37621858,1.0734570300000001,reference,,,,,0
2013-12-03 02:35:00,86.3421685,1.9929577099999989,reference,,,,,0
2013-12-03 02:40:00,86.619183759999999,2.0633399299999979,reference,,,,,0
2013-12-03 02:45:00,86.301510680000007,2.5303740800000298,reference,,,,,0
2013-12-03 02:50:00,86.571737510000005,1.2733968800000071,reference,,,,,0
2013-12-03 02:55:00,86.486754550000001,1.0866086399999944,reference,,,,,0
