0.000000000000000000e+00,0.000000000000000000e+00,-2.947569370269775391e+00,1.252681159973144531e+01
1.000000000000000000e+00,1.000000000000000000e+00,1.008267688751220703e+01,3.171649932861328125e+00
2.000000000000000000e+00,2.000000000000000000e+00,7.621999740600585938e+00,2.419528245925903320e+00
3.000000000000000000e+00,3.000000000000000000e+00,7.045280933380126953e-01,3.480702042579650879e-01
4.000000000000000000e+00,4.000000000000000000e+00,1.216931343078613281e+01,3.937111854553222656e+00
5.000000000000000000e+00,5.000000000000000000e+00,2.353835582733154297e+00,-1.612489342689514160e+00
6.000000000000000000e+00,6.000000000000000000e+00,1.361075878143310547e+01,1.727991485595703125e+01
7.000000000000000000e+00,7.000000000000000000e+00,1.013907337188720703e+01,-3.518994808197021484e+00
8.000000000000000000e+00,8.000000000000000000e+00,9.286547660827636719e+00,1.080385208129882812e+00
9.000000000000000000e+00,9.000000000000000000e+00,2.280611991882324219e+00,-1.873642563819885254e+00
1.000000000000000000e+01,0.000000000000000000e+00,-2.805635452270507812e+00,1.256607627868652344e+01
1.100000000000000000e+01,1.000000000000000000e+00,1.026815700531005859e+01,4.331577777862548828e+00
1.200000000000000000e+01,2.000000000000000000e+00,7.045195102691650391e+00,9.889515042304992676e-01
1.300000000000000000e+01,3.000000000000000000e+00,4.952280223369598389e-01,7.709921598434448242e-01
1.400000000000000000e+01,4.000000000000000000e+00,1.247361946105957031e+01,3.727657079696655273e+00
1.500000000000000000e+01,5.000000000000000000e+00,-5.323385596275329590e-01,-3.653038978576660156e+00
1.600000000000000000e+01,6.000000000000000000e+00,1.370486164093017578e+01,1.775043487548828125e+01
1.700000000000000000e+01,7.000000000000000000e+00,1.016970157623291016e+01,-4.174574375152587891e+00
1.800000000000000000e+01,8.000000000000000000e+00,8.502764701843261719e+00,1.117877125740051270e+00
1.900000000000000000e+01,9.000000000000000000e+00,2.683795690536499023e+00,-1.144683241844177246e+00
2.000000000000000000e+01,0.000000000000000000e+00,-3.574057817459106445e+00,1.279919624328613281e+01
2.100000000000000000e+01,1.000000000000000000e+00,1.006044006347656250e+01,4.468290805816650391e+00
2.200000000000000000e+01,2.000000000000000000e+00,6.936936855316162109e+00,9.217942357063293457e-01
2.300000000000000000e+01,3.000000000000000000e+00,-2.130480855703353882e-01,1.295164704322814941e+00
2.400000000000000000e+01,4.000000000000000000e+00,1.226008510589599609e+01,3.984987974166870117e+00
2.500000000000000000e+01,5.000000000000000000e+00,-6.767442226409912109e-01,-3.916585445404052734e+00
2.600000000000000000e+01,6.000000000000000000e+00,1.362704563140869141e+01,1.721242904663085938e+01
2.700000000000000000e+01,7.000000000000000000e+00,1.051041221618652344e+01,-3.861994028091430664e+00
2.800000000000000000e+01,8.000000000000000000e+00,9.055158615112304688e+00,1.265484094619750977e+00
2.900000000000000000e+01,9.000000000000000000e+00,2.464994192123413086e+00,-1.234708428382873535e+00
3.000000000000000000e+01,0.000000000000000000e+00,-3.083072662353515625e+00,1.270516395568847656e+01
3.100000000000000000e+01,9.000000000000000000e+00,2.700949192047119141e+00,-1.091126441955566406e+00
3.200000000000000000e+01,5.000000000000000000e+00,1.808101125061511993e-02,-3.489883422851562500e+00
3.300000000000000000e+01,5.000000000000000000e+00,-6.015073508024215698e-02,-3.761300325393676758e+00
3.400000000000000000e+01,6.000000000000000000e+00,1.376749897003173828e+01,1.773142623901367188e+01
3.500000000000000000e+01,5.000000000000000000e+00,-1.618424206972122192e-01,-3.758919954299926758e+00
3.600000000000000000e+01,0.000000000000000000e+00,-3.125260829925537109e+00,1.280579757690429688e+01
3.700000000000000000e+01,9.000000000000000000e+00,2.416663885116577148e+00,-1.283100843429565430e+00
3.800000000000000000e+01,8.000000000000000000e+00,8.429789543151855469e+00,8.699054121971130371e-01
3.900000000000000000e+01,9.000000000000000000e+00,1.895503997802734375e+00,-1.160571694374084473e+00
4.000000000000000000e+01,8.000000000000000000e+00,8.977188110351562500e+00,1.322499036788940430e+00
4.100000000000000000e+01,4.000000000000000000e+00,1.243771171569824219e+01,3.676575660705566406e+00
4.200000000000000000e+01,1.000000000000000000e+00,1.019886207580566406e+01,4.098657608032226562e+00
4.300000000000000000e+01,7.000000000000000000e+00,1.042893981933593750e+01,-3.879891633987426758e+00
4.400000000000000000e+01,7.000000000000000000e+00,9.987207412719726562e+00,-3.650219440460205078e+00
4.500000000000000000e+01,3.000000000000000000e+00,4.543934762477874756e-01,5.316600203514099121e-01
4.600000000000000000e+01,5.000000000000000000e+00,-3.716438710689544678e-01,-3.966663599014282227e+00
4.700000000000000000e+01,1.000000000000000000e+00,1.000753688812255859e+01,3.988897323608398438e+00
4.800000000000000000e+01,0.000000000000000000e+00,-3.126210212707519531e+00,1.234433650970458984e+01
